STAUTC;FlightNumber;EquipmentModel;DepartureStation;ArrivalStation;Alternado;Hora Chegada Alternado;TAF REDEMET;METAR
2026-01-14 18:35:00.000;2705;A320-251NEO;MCP;BEL;MCP;2026-01-14 19:17:41.760;TSRA;NSW
2026-01-14 19:00:00.000;4463;A320-251NEO;ATM;BEL;MCP;2026-01-14 19:42:41.760;TSRA;NSW
2026-01-14 19:10:00.000;4070;A320-251NEO;VCP;BEL;MCP;2026-01-14 19:52:41.760;TSRA;NSW
2026-01-14 19:20:00.000;2941;A320-251NEO;STM;BEL;MCP;2026-01-14 20:02:41.760;TSRA;NSW
2026-01-14 20:00:00.000;2637;A320-253NEO;SLZ;BEL;MCP;2026-01-14 20:42:41.760;TSRA;NSW
2026-01-17 17:20:00.000;4218;A320-251NEO;BEL;ATM;MCP;2026-01-17 18:10:34.080;TS;NSW
2026-01-17 18:35:00.000;2705;A320-251NEO;MCP;BEL;MCP;2026-01-17 19:17:41.760;TS;NSW
2026-01-17 19:00:00.000;4463;A320-251NEO;ATM;BEL;MCP;2026-01-17 19:42:41.760;TS;NSW
2026-01-17 19:10:00.000;4070;A320-251NEO;VCP;BEL;MCP;2026-01-17 19:52:41.760;TS;NSW
2026-01-17 19:20:00.000;2941;A320-253NEO;STM;BEL;MCP;2026-01-17 20:02:41.760;TS;NSW
2026-01-17 20:00:00.000;2637;A320-251NEO;SLZ;BEL;MCP;2026-01-17 20:42:41.760;TS;NSW
2026-01-18 17:20:00.000;4218;A320-253NEO;BEL;ATM;MCP;2026-01-18 18:10:34.080;TS;NSW
2026-01-18 18:35:00.000;2705;A320-251NEO;MCP;BEL;MCP;2026-01-18 19:17:41.760;TS;NSW
2026-01-18 19:00:00.000;4463;A320-253NEO;ATM;BEL;MCP;2026-01-18 19:42:41.760;TS;NSW
2026-01-18 19:05:00.000;4210;A320-253NEO;MAB;BEL;MCP;2026-01-18 19:47:41.760;TS;NSW
2026-01-18 19:10:00.000;4070;A320-251NEO;VCP;BEL;MCP;2026-01-18 19:52:41.760;TS;NSW
2026-01-18 19:15:00.000;2637;A320-251NEO;SLZ;BEL;MCP;2026-01-18 19:57:41.760;TS;NSW
2026-01-18 19:20:00.000;2941;A320-253NEO;STM;BEL;MCP;2026-01-18 20:02:41.760;TS;NSW
2026-01-21 17:20:00.000;4218;A320-251NEO;BEL;ATM;MCP;2026-01-21 18:10:34.080;TS;VCSH
2026-01-21 18:35:00.000;2705;A320-251NEO;MCP;BEL;MCP;2026-01-21 19:17:41.760;TS;NSW
2026-01-21 19:00:00.000;4463;A320-251NEO;ATM;BEL;MCP;2026-01-21 19:42:41.760;TS;NSW
2026-01-21 19:10:00.000;4070;A320-251NEO;VCP;BEL;MCP;2026-01-21 19:52:41.760;TS;NSW
2026-01-21 19:20:00.000;2941;A320-251NEO;STM;BEL;MCP;2026-01-21 20:02:41.760;TS;NSW
2026-01-21 20:00:00.000;2637;A320-253NEO;SLZ;BEL;MCP;2026-01-21 20:42:41.760;TS;NSW
2026-01-22 17:20:00.000;4218;A320-253NEO;BEL;ATM;MCP;2026-01-22 18:10:34.080;TS;VCSH
2026-01-22 18:35:00.000;2705;A320-251NEO;MCP;BEL;MCP;2026-01-22 19:17:41.760;TS;NSW
2026-01-22 19:00:00.000;4463;A320-253NEO;ATM;BEL;MCP;2026-01-22 19:42:41.760;TS;NSW
2026-01-22 19:05:00.000;4210;A320-251NEO;MAB;BEL;MCP;2026-01-22 19:47:41.760;TS;NSW
2026-01-22 19:10:00.000;4070;A320-251NEO;VCP;BEL;MCP;2026-01-22 19:52:41.760;TS;NSW
2026-01-22 19:15:00.000;2637;A320-251NEO;SLZ;BEL;MCP;2026-01-22 19:57:41.760;TS;NSW
2026-01-22 19:20:00.000;2941;A320-253NEO;STM;BEL;MCP;2026-01-22 20:02:41.760;TS;VCSH
2026-01-26 17:20:00.000;4218;A320-251NEO;BEL;ATM;MCP;2026-01-26 18:10:34.080;TSRA;NSW
2026-01-27 17:25:00.000;2040;A321-231;VCP;BEL;MCP;2026-01-27 18:07:41.760;TS;NSW
2026-01-27 17:20:00.000;4218;A320-251NEO;BEL;ATM;MCP;2026-01-27 18:10:34.080;TS;NSW
2026-01-27 18:35:00.000;2705;A320-251NEO;MCP;BEL;MCP;2026-01-27 19:17:41.760;TS;NSW
2026-01-27 19:00:00.000;4463;A320-251NEO;ATM;BEL;MCP;2026-01-27 19:42:41.760;TS;NSW
2026-01-27 19:05:00.000;4210;A320-251NEO;MAB;BEL;MCP;2026-01-27 19:47:41.760;TS;NSW
2026-01-27 19:10:00.000;4070;A320-251NEO;VCP;BEL;MCP;2026-01-27 19:52:41.760;TS;NSW
2026-01-27 19:20:00.000;2941;A320-251NEO;STM;BEL;MCP;2026-01-27 20:02:41.760;TS;NSW
2026-01-27 19:20:00.000;2637;A320-251NEO;SLZ;BEL;MCP;2026-01-27 20:02:41.760;TS;NSW
2026-01-28 14:30:00.000;4544;A320-251NEO;MAO;BEL;MCP;2026-01-28 15:12:41.760;TSRA;NSW
2026-01-28 14:50:00.000;4840;A320-251NEO;VCP;BEL;MCP;2026-01-28 15:32:41.760;TSRA;NSW
2026-01-28 15:05:00.000;4432;A320-251NEO;REC;BEL;MCP;2026-01-28 15:47:41.760;TSRA;NSW
2026-01-28 15:05:00.000;4729;A320-253NEO;CNF;BEL;MCP;2026-01-28 15:47:41.760;TSRA;NSW
2026-01-28 15:50:00.000;4100;A320-251NEO;FOR;BEL;MCP;2026-01-28 16:32:41.760;TSRA;VCSH
2026-01-28 16:00:00.000;9591;ATR72-600;OYK;BEL;MCP;2026-01-28 16:59:18.000;TSRA;VCSH
2026-01-28 17:15:00.000;4800;A320-251NEO;CKS;BEL;MCP;2026-01-28 17:57:41.760;TSRA;VCSH
2026-01-28 17:20:00.000;4218;A320-253NEO;BEL;ATM;MCP;2026-01-28 18:10:34.080;TS;-SHRA
2026-01-28 18:35:00.000;2705;A320-251NEO;MCP;BEL;MCP;2026-01-28 19:17:41.760;TS;VCTS
2026-01-28 19:00:00.000;4463;A320-253NEO;ATM;BEL;MCP;2026-01-28 19:42:41.760;TS;VCTS
2026-01-28 19:10:00.000;4070;A320-251NEO;VCP;BEL;MCP;2026-01-28 19:52:41.760;TS;VCTS
2026-01-30 17:20:00.000;4218;A320-251NEO;BEL;ATM;MCP;2026-01-30 18:10:34.080;TS;VCSH
2026-01-30 18:35:00.000;2705;A320-253NEO;MCP;BEL;MCP;2026-01-30 19:17:41.760;TS;VCSH
2026-01-30 19:00:00.000;4463;A320-251NEO;ATM;BEL;MCP;2026-01-30 19:42:41.760;TS;VCSH
2026-01-30 19:05:00.000;4210;A320-251NEO;MAB;BEL;MCP;2026-01-30 19:47:41.760;TS;VCSH
2026-01-30 19:10:00.000;4070;A320-251NEO;VCP;BEL;MCP;2026-01-30 19:52:41.760;TS;VCSH
2026-01-30 19:20:00.000;2941;A320-253NEO;STM;BEL;MCP;2026-01-30 20:02:41.760;TS;NSW
2026-01-30 19:20:00.000;2637;A320-251NEO;SLZ;BEL;MCP;2026-01-30 20:02:41.760;TS;NSW
2026-01-31 17:20:00.000;4218;A320-251NEO;BEL;ATM;MCP;2026-01-31 18:10:34.080;TS;NSW
2026-01-31 18:35:00.000;2705;A320-251NEO;MCP;BEL;MCP;2026-01-31 19:17:41.760;TS;NSW
2026-01-31 19:00:00.000;4463;A320-251NEO;ATM;BEL;MCP;2026-01-31 19:42:41.760;TS;NSW
2026-01-31 19:10:00.000;4070;A320-251NEO;VCP;BEL;MCP;2026-01-31 19:52:41.760;TS;NSW
2026-01-31 19:20:00.000;2941;A320-253NEO;STM;BEL;MCP;2026-01-31 20:02:41.760;TS;VCSH
2026-01-31 20:00:00.000;2637;A320-253NEO;SLZ;BEL;MCP;2026-01-31 20:42:41.760;TS;VCSH
2026-02-01 14:30:00.000;4182;A320-253NEO;FOR;BEL;MCP;2026-02-01 15:12:41.760;TSRA;NSW
2026-02-01 14:40:00.000;4544;A320-251NEO;MAO;BEL;MCP;2026-02-01 15:22:41.760;TSRA;NSW
2026-02-01 14:50:00.000;4840;A320-251NEO;VCP;BEL;MCP;2026-02-01 15:32:41.760;TSRA;NSW
2026-02-01 15:05:00.000;4432;A320-251NEO;REC;BEL;MCP;2026-02-01 15:47:41.760;TSRA;NSW
2026-02-01 15:05:00.000;4729;A320-251NEO;CNF;BEL;MCP;2026-02-01 15:47:41.760;TSRA;NSW
2026-02-01 17:20:00.000;4218;A320-251NEO;BEL;ATM;MCP;2026-02-01 18:10:34.080;TSRA;NSW
2026-02-01 18:35:00.000;2705;A320-251NEO;MCP;BEL;MCP;2026-02-01 19:17:41.760;TSRA;NSW
2026-02-01 19:00:00.000;4210;A320-251NEO;MAB;BEL;MCP;2026-02-01 19:42:41.760;TSRA;NSW
2026-02-01 19:05:00.000;4463;A320-251NEO;ATM;BEL;MCP;2026-02-01 19:47:41.760;TSRA;NSW
2026-02-01 19:10:00.000;4070;A320-251NEO;VCP;BEL;MCP;2026-02-01 19:52:41.760;TSRA;NSW
2026-02-01 19:15:00.000;2941;A320-253NEO;STM;BEL;MCP;2026-02-01 19:57:41.760;TSRA;NSW
2026-02-01 19:15:00.000;2637;A320-251NEO;SLZ;BEL;MCP;2026-02-01 19:57:41.760;TSRA;NSW
2026-02-02 14:35:00.000;4100;A320-251NEO;FOR;BEL;MCP;2026-02-02 15:17:41.760;TSRA;NSW
2026-02-02 14:40:00.000;4544;A320-251NEO;MAO;BEL;MCP;2026-02-02 15:22:41.760;TSRA;NSW
2026-02-02 14:50:00.000;4840;A320-251NEO;VCP;BEL;MCP;2026-02-02 15:32:41.760;TSRA;NSW
2026-02-02 15:05:00.000;4432;A320-251NEO;REC;BEL;MCP;2026-02-02 15:47:41.760;TSRA;NSW
2026-02-02 15:05:00.000;4729;A320-251NEO;CNF;BEL;MCP;2026-02-02 15:47:41.760;TSRA;NSW
2026-02-02 15:55:00.000;9591;ATR72-600;OYK;BEL;MCP;2026-02-02 16:54:18.000;TSRA;NSW
2026-02-02 18:35:00.000;2705;A320-251NEO;MCP;BEL;MCP;2026-02-02 19:17:41.760;TSRA;NSW
2026-02-02 19:05:00.000;4463;A320-251NEO;ATM;BEL;MCP;2026-02-02 19:47:41.760;TSRA;NSW
2026-02-02 19:10:00.000;4070;A320-251NEO;VCP;BEL;MCP;2026-02-02 19:52:41.760;TSRA;NSW
2026-02-02 19:15:00.000;2941;A320-251NEO;STM;BEL;MCP;2026-02-02 19:57:41.760;TSRA;NSW
2026-02-02 19:15:00.000;2637;A320-251NEO;SLZ;BEL;MCP;2026-02-02 19:57:41.760;TSRA;NSW
2026-02-03 17:25:00.000;2040;A321-231;VCP;BEL;MCP;2026-02-03 18:07:41.760;TS;NSW
2026-02-03 17:20:00.000;4218;A320-251NEO;BEL;ATM;MCP;2026-02-03 18:10:34.080;TS;NSW
2026-02-03 18:35:00.000;2705;A320-251NEO;MCP;BEL;MCP;2026-02-03 19:17:41.760;TS;NSW
2026-02-03 19:00:00.000;4210;A320-251NEO;MAB;BEL;MCP;2026-02-03 19:42:41.760;TS;NSW
2026-02-03 19:05:00.000;4463;A320-251NEO;ATM;BEL;MCP;2026-02-03 19:47:41.760;TS;NSW
2026-02-03 19:10:00.000;4070;A320-253NEO;VCP;BEL;MCP;2026-02-03 19:52:41.760;TS;NSW
2026-02-03 19:15:00.000;2941;A320-251NEO;STM;BEL;MCP;2026-02-03 19:57:41.760;TS;NSW
2026-02-03 19:15:00.000;2637;A320-251NEO;SLZ;BEL;MCP;2026-02-03 19:57:41.760;TS;NSW
2026-02-06 17:20:00.000;4218;A320-251NEO;BEL;ATM;MCP;2026-02-06 18:10:34.080;TS;NSW
2026-02-06 18:35:00.000;2705;A320-251NEO;MCP;BEL;MCP;2026-02-06 19:17:41.760;TS;NSW
2026-02-06 19:00:00.000;4210;A320-253NEO;MAB;BEL;MCP;2026-02-06 19:42:41.760;TS;NSW
2026-02-06 19:05:00.000;4463;A320-251NEO;ATM;BEL;MCP;2026-02-06 19:47:41.760;TS;NSW
2026-02-06 19:10:00.000;4070;A320-253NEO;VCP;BEL;MCP;2026-02-06 19:52:41.760;TS;NSW
2026-02-06 19:15:00.000;2941;A320-251NEO;STM;BEL;MCP;2026-02-06 19:57:41.760;TS;NSW
2026-02-06 19:15:00.000;2637;A320-251NEO;SLZ;BEL;MCP;2026-02-06 19:57:41.760;TS;NSW
2026-02-06 20:34:00.000;4210;A320-253NEO;MCP;BEL;MCP;2026-02-06 21:16:41.760;TS;-RA
2026-02-06 21:10:00.000;2705;A320-251NEO;SLZ;BEL;MCP;2026-02-06 21:52:41.760;TS;-RA
2026-02-07 17:25:00.000;2040;A321-231;VCP;BEL;MCP;2026-02-07 18:07:41.760;TSRA;RA
2026-02-07 17:20:00.000;4218;A320-253NEO;BEL;ATM;MCP;2026-02-07 18:10:34.080;TSRA;RA
2026-02-07 18:35:00.000;2705;A320-251NEO;MCP;BEL;MCP;2026-02-07 19:17:41.760;TSRA;RA
2026-02-07 19:05:00.000;4463;A320-253NEO;ATM;BEL;MCP;2026-02-07 19:47:41.760;TSRA;RA
2026-02-07 19:10:00.000;4070;A320-251NEO;VCP;BEL;MCP;2026-02-07 19:52:41.760;TSRA;RA
2026-02-07 19:15:00.000;2941;A320-251NEO;STM;BEL;MCP;2026-02-07 19:57:41.760;TSRA;RA
2026-02-07 20:00:00.000;2637;A320-251NEO;SLZ;BEL;MCP;2026-02-07 20:42:41.760;TSRA;-RA
2026-02-08 17:20:00.000;4218;A320-251NEO;BEL;ATM;MCP;2026-02-08 18:10:34.080;TSRA;NSW
2026-02-08 18:35:00.000;2705;A320-251NEO;MCP;BEL;MCP;2026-02-08 19:17:41.760;TSRA;NSW
2026-02-08 19:00:00.000;4210;A320-253NEO;MAB;BEL;MCP;2026-02-08 19:42:41.760;TSRA;NSW
2026-02-08 19:05:00.000;4463;A320-251NEO;ATM;BEL;MCP;2026-02-08 19:47:41.760;TSRA;NSW
2026-02-08 19:10:00.000;4070;A320-251NEO;VCP;BEL;MCP;2026-02-08 19:52:41.760;TSRA;NSW
2026-02-08 19:15:00.000;2637;A320-251NEO;SLZ;BEL;MCP;2026-02-08 19:57:41.760;TSRA;NSW
2026-02-08 21:35:00.000;9591;ATR72-600;OYK;BEL;MCP;2026-02-08 22:34:18.000;TSRA;NSW
2026-02-09 15:55:00.000;9591;ATR72-600;OYK;BEL;MCP;2026-02-09 16:54:18.000;TS;VCSH
2026-02-09 17:20:00.000;4218;A320-251NEO;BEL;ATM;MCP;2026-02-09 18:10:34.080;TSRA;VCSH
2026-02-09 19:05:00.000;4463;A320-251NEO;ATM;BEL;MCP;2026-02-09 19:47:41.760;TSRA;-RA
2026-02-09 19:10:00.000;4070;A320-253NEO;VCP;BEL;MCP;2026-02-09 19:52:41.760;TSRA;-RA
2026-02-09 19:15:00.000;2941;A320-251NEO;STM;BEL;MCP;2026-02-09 19:57:41.760;TSRA;-RA
2026-02-09 19:15:00.000;2637;A320-253NEO;SLZ;BEL;MCP;2026-02-09 19:57:41.760;TSRA;-RA
2026-02-10 17:25:00.000;2040;A321-231;VCP;BEL;MCP;2026-02-10 18:07:41.760;TSRA;NSW
2026-02-10 17:20:00.000;4218;A320-251NEO;BEL;ATM;MCP;2026-02-10 18:10:34.080;TSRA;NSW
2026-02-10 18:10:00.000;9802;A320-251NEO;VCP;BEL;MCP;2026-02-10 18:52:41.760;TSRA;NSW
2026-02-10 18:35:00.000;2705;A320-251NEO;MCP;BEL;MCP;2026-02-10 19:17:41.760;TSRA;NSW
2026-02-10 19:00:00.000;4210;A320-251NEO;MAB;BEL;MCP;2026-02-10 19:42:41.760;TSRA;NSW
2026-02-10 19:05:00.000;4463;A320-251NEO;ATM;BEL;MCP;2026-02-10 19:47:41.760;TSRA;NSW
2026-02-10 19:10:00.000;4070;A320-253NEO;VCP;BEL;MCP;2026-02-10 19:52:41.760;TSRA;NSW
2026-02-10 19:15:00.000;2941;A320-251NEO;STM;BEL;MCP;2026-02-10 19:57:41.760;TSRA;NSW
2026-02-10 19:15:00.000;2637;A320-251NEO;SLZ;BEL;MCP;2026-02-10 19:57:41.760;TSRA;NSW
2026-02-11 17:20:00.000;4218;A320-253NEO;BEL;ATM;MCP;2026-02-11 18:10:34.080;TSRA;NSW
2026-02-11 18:35:00.000;2705;A320-251NEO;MCP;BEL;MCP;2026-02-11 19:17:41.760;TSRA;NSW
2026-02-11 19:05:00.000;4463;A320-253NEO;ATM;BEL;MCP;2026-02-11 19:47:41.760;TSRA;NSW
2026-02-11 19:10:00.000;4070;A320-251NEO;VCP;BEL;MCP;2026-02-11 19:52:41.760;TSRA;NSW
2026-02-11 19:15:00.000;2941;A320-251NEO;STM;BEL;MCP;2026-02-11 19:57:41.760;TSRA;NSW
2026-02-11 20:00:00.000;2637;A320-251NEO;SLZ;BEL;MCP;2026-02-11 20:42:41.760;TSRA;NSW
2026-02-12 17:20:00.000;4218;A320-251NEO;BEL;ATM;MCP;2026-02-12 18:10:34.080;TSRA;NSW
2026-02-12 18:35:00.000;2705;A320-251NEO;MCP;BEL;MCP;2026-02-12 19:17:41.760;TSRA;NSW
2026-02-12 19:00:00.000;4210;A320-251NEO;MAB;BEL;MCP;2026-02-12 19:42:41.760;TSRA;NSW
2026-02-12 19:05:00.000;4463;A320-251NEO;ATM;BEL;MCP;2026-02-12 19:47:41.760;TSRA;NSW
2026-02-12 19:10:00.000;4070;A320-251NEO;VCP;BEL;MCP;2026-02-12 19:52:41.760;TSRA;NSW
2026-02-12 19:15:00.000;2941;A320-251NEO;STM;BEL;MCP;2026-02-12 19:57:41.760;TSRA;NSW
2026-02-12 19:15:00.000;2637;A320-253NEO;SLZ;BEL;MCP;2026-02-12 19:57:41.760;TSRA;NSW
2026-02-13 17:15:00.000;4800;A320-253NEO;CKS;BEL;MCP;2026-02-13 17:57:41.760;TSRA;NSW
2026-02-13 18:35:00.000;2705;A320-251NEO;MCP;BEL;MCP;2026-02-13 19:17:41.760;TSRA;NSW
2026-02-13 19:00:00.000;4210;A320-251NEO;MAB;BEL;MCP;2026-02-13 19:42:41.760;TSRA;NSW
2026-02-13 19:05:00.000;4463;A320-253NEO;ATM;BEL;MCP;2026-02-13 19:47:41.760;TSRA;NSW
2026-02-13 19:10:00.000;4070;A320-253NEO;VCP;BEL;MCP;2026-02-13 19:52:41.760;TSRA;NSW
2026-02-13 19:15:00.000;2941;A320-251NEO;STM;BEL;MCP;2026-02-13 19:57:41.760;TSRA;NSW
2026-02-13 19:15:00.000;2637;A320-251NEO;SLZ;BEL;MCP;2026-02-13 19:57:41.760;TSRA;NSW
2026-02-16 17:20:00.000;4218;A320-251NEO;BEL;ATM;MCP;2026-02-16 18:10:34.080;TSRA;-RA
2026-02-16 18:35:00.000;2705;A320-251NEO;MCP;BEL;MCP;2026-02-16 19:17:41.760;TSRA;NSW
2026-02-16 19:05:00.000;4463;A320-251NEO;ATM;BEL;MCP;2026-02-16 19:47:41.760;TSRA;NSW
2026-02-16 19:10:00.000;4070;A320-251NEO;VCP;BEL;MCP;2026-02-16 19:52:41.760;TSRA;NSW
2026-02-16 19:15:00.000;2941;A320-251NEO;STM;BEL;MCP;2026-02-16 19:57:41.760;TSRA;NSW
2026-02-16 19:15:00.000;2637;A320-253NEO;SLZ;BEL;MCP;2026-02-16 19:57:41.760;TSRA;NSW
2026-02-17 17:25:00.000;2040;A321-231;VCP;BEL;MCP;2026-02-17 18:07:41.760;TSRA;NSW
2026-02-17 17:20:00.000;4218;A320-251NEO;BEL;ATM;MCP;2026-02-17 18:10:34.080;TSRA;NSW
2026-02-17 18:35:00.000;2705;A320-251NEO;MCP;BEL;MCP;2026-02-17 19:17:41.760;TSRA;VCSH
2026-02-17 19:00:00.000;4210;A320-253NEO;MAB;BEL;MCP;2026-02-17 19:42:41.760;TSRA;VCSH
2026-02-17 19:05:00.000;4463;A320-251NEO;ATM;BEL;MCP;2026-02-17 19:47:41.760;TSRA;VCSH
2026-02-17 19:10:00.000;4070;A320-251NEO;VCP;BEL;MCP;2026-02-17 19:52:41.760;TSRA;VCSH
2026-02-17 19:15:00.000;2941;A320-251NEO;STM;BEL;MCP;2026-02-17 19:57:41.760;TSRA;VCSH
2026-02-17 19:15:00.000;2637;A320-253NEO;SLZ;BEL;MCP;2026-02-17 19:57:41.760;TSRA;VCSH
2026-02-19 16:55:00.000;9591;ATR72-600;OYK;BEL;MCP;2026-02-19 17:54:18.000;TSRA;VCSH
2026-02-19 17:15:00.000;4800;A320-251NEO;CKS;BEL;MCP;2026-02-19 17:57:41.760;TSRA;VCSH
2026-02-19 17:20:00.000;4218;A320-253NEO;BEL;ATM;MCP;2026-02-19 18:10:34.080;TS;VCSH VCTS
2026-02-19 18:35:00.000;2705;A320-251NEO;MCP;BEL;MCP;2026-02-19 19:17:41.760;TS;NSW
2026-02-19 19:00:00.000;4210;A320-253NEO;MAB;BEL;MCP;2026-02-19 19:42:41.760;TS;NSW
2026-02-19 19:05:00.000;4463;A320-253NEO;ATM;BEL;MCP;2026-02-19 19:47:41.760;TS;NSW
2026-02-19 19:10:00.000;4070;A320-251NEO;VCP;BEL;MCP;2026-02-19 19:52:41.760;TS;NSW
2026-02-19 19:15:00.000;2941;A320-251NEO;STM;BEL;MCP;2026-02-19 19:57:41.760;TS;NSW
2026-02-19 19:15:00.000;2637;A320-251NEO;SLZ;BEL;MCP;2026-02-19 19:57:41.760;TS;NSW
2026-02-20 14:35:00.000;4100;A320-251NEO;FOR;BEL;MCP;2026-02-20 15:17:41.760;TSRA;VCSH
2026-02-20 14:40:00.000;4544;A320-251NEO;MAO;BEL;MCP;2026-02-20 15:22:41.760;TSRA;VCSH
2026-02-20 14:50:00.000;4840;A320-251NEO;VCP;BEL;MCP;2026-02-20 15:32:41.760;TSRA;VCSH
2026-02-20 15:05:00.000;4432;A320-253NEO;REC;BEL;MCP;2026-02-20 15:47:41.760;TSRA;VCSH
2026-02-20 15:05:00.000;4729;A320-251NEO;CNF;BEL;MCP;2026-02-20 15:47:41.760;TSRA;VCSH
2026-02-20 15:55:00.000;9591;ATR72-600;OYK;BEL;MCP;2026-02-20 16:54:18.000;TSRA;VCSH
2026-02-20 17:15:00.000;4800;A320-251NEO;CKS;BEL;MCP;2026-02-20 17:57:41.760;TSRA;VCSH
2026-02-21 18:35:00.000;2705;A320-251NEO;MCP;BEL;MCP;2026-02-21 19:17:41.760;TSRA;NSW
2026-02-21 19:05:00.000;4463;A320-253NEO;ATM;BEL;MCP;2026-02-21 19:47:41.760;TSRA;NSW
2026-02-21 19:10:00.000;4070;A320-251NEO;VCP;BEL;MCP;2026-02-21 19:52:41.760;TSRA;NSW
2026-02-21 19:15:00.000;2941;A320-251NEO;STM;BEL;MCP;2026-02-21 19:57:41.760;TSRA;NSW
2026-02-21 20:00:00.000;2637;A320-253NEO;SLZ;BEL;MCP;2026-02-21 20:42:41.760;TSRA;NSW
2026-02-22 17:20:00.000;4218;A320-251NEO;BEL;ATM;MCP;2026-02-22 18:10:34.080;TSRA;NSW
2026-02-22 18:35:00.000;2705;A320-253NEO;MCP;BEL;MCP;2026-02-22 19:17:41.760;TSRA;-RA
2026-02-22 19:00:00.000;4210;A320-251NEO;MAB;BEL;MCP;2026-02-22 19:42:41.760;TSRA;-RA
2026-02-22 19:05:00.000;4463;A320-251NEO;ATM;BEL;MCP;2026-02-22 19:47:41.760;TSRA;-RA
2026-02-22 19:10:00.000;4070;A320-253NEO;VCP;BEL;MCP;2026-02-22 19:52:41.760;TSRA;-RA
2026-02-22 19:15:00.000;2941;A320-251NEO;STM;BEL;MCP;2026-02-22 19:57:41.760;TSRA;-RA
2026-02-22 19:15:00.000;2637;A320-251NEO;SLZ;BEL;MCP;2026-02-22 19:57:41.760;TSRA;-RA
2026-02-22 21:35:00.000;9591;ATR72-600;OYK;BEL;MCP;2026-02-22 22:34:18.000;TSRA;NSW
2026-02-23 17:20:00.000;4800;A320-253NEO;CKS;BEL;MCP;2026-02-23 18:02:41.760;TS;-RA
2026-02-23 17:30:00.000;4218;A320-251NEO;BEL;ATM;MCP;2026-02-23 18:20:34.080;TS;-RA
2026-02-23 18:35:00.000;2705;A320-251NEO;MCP;BEL;MCP;2026-02-23 19:17:41.760;TS;-RA
2026-02-23 18:55:00.000;4210;A320-251NEO;MAB;BEL;MCP;2026-02-23 19:37:41.760;TS;-RA
2026-02-23 19:10:00.000;4463;A320-251NEO;ATM;BEL;MCP;2026-02-23 19:52:41.760;TS;-RA
2026-02-23 19:10:00.000;4070;A320-251NEO;VCP;BEL;MCP;2026-02-23 19:52:41.760;TS;-RA
2026-02-23 19:10:00.000;2637;A320-251NEO;SLZ;BEL;MCP;2026-02-23 19:52:41.760;TS;-RA
2026-02-24 08:30:00.000;4445;A320-251NEO;STM;BEL;MCP;2026-02-24 09:12:41.760;TSRA;-RA BR
2026-02-24 08:30:00.000;4113;A320-251NEO;MAB;BEL;MCP;2026-02-24 09:12:41.760;TSRA;-RA BR
2026-02-24 17:20:00.000;4800;A320-251NEO;CKS;BEL;MCP;2026-02-24 18:02:41.760;TSRA;RA
2026-02-24 17:25:00.000;2040;A321-231;VCP;BEL;MCP;2026-02-24 18:07:41.760;TSRA;RA
2026-02-24 17:30:00.000;4218;A320-251NEO;BEL;ATM;MCP;2026-02-24 18:20:34.080;TSRA;NSW
2026-02-24 18:35:00.000;2705;A320-251NEO;MCP;BEL;MCP;2026-02-24 19:17:41.760;TSRA;NSW
2026-02-24 18:55:00.000;4210;A320-251NEO;MAB;BEL;MCP;2026-02-24 19:37:41.760;TSRA;NSW
2026-02-24 19:10:00.000;4463;A320-251NEO;ATM;BEL;MCP;2026-02-24 19:52:41.760;TSRA;NSW
2026-02-24 19:10:00.000;4070;A320-251NEO;VCP;BEL;MCP;2026-02-24 19:52:41.760;TSRA;NSW
2026-02-24 19:10:00.000;2637;A320-251NEO;SLZ;BEL;MCP;2026-02-24 19:52:41.760;TSRA;NSW
2026-02-24 19:45:00.000;2941;A320-253NEO;STM;BEL;MCP;2026-02-24 20:27:41.760;TSRA;-RA BR
2026-02-24 21:35:00.000;9591;ATR72-600;OYK;BEL;MCP;2026-02-24 22:34:18.000;TSRA;NSW
2026-02-25 17:20:00.000;4800;A320-251NEO;CKS;BEL;MCP;2026-02-25 18:02:41.760;TS;-RA
2026-02-25 17:30:00.000;4218;A320-251NEO;BEL;ATM;MCP;2026-02-25 18:20:34.080;TS;-RA
2026-02-25 18:35:00.000;2705;A320-251NEO;MCP;BEL;MCP;2026-02-25 19:17:41.760;TS;NSW
2026-02-25 19:10:00.000;4463;A320-251NEO;ATM;BEL;MCP;2026-02-25 19:52:41.760;TS;NSW
2026-02-25 19:10:00.000;4070;A320-251NEO;VCP;BEL;MCP;2026-02-25 19:52:41.760;TS;NSW
2026-02-25 19:10:00.000;2637;A320-251NEO;SLZ;BEL;MCP;2026-02-25 19:52:41.760;TS;NSW
2026-02-25 19:45:00.000;2941;A320-251NEO;STM;BEL;MCP;2026-02-25 20:27:41.760;TS;NSW
2026-03-03 19:45:00.000;2941;A320-251NEO;STM;BEL;MCP;2026-03-03 20:27:41.760;TSRA;VCSH
2026-03-03 21:35:00.000;9591;ATR72-600;OYK;BEL;MCP;2026-03-03 22:34:18.000;TSRA;NSW
2026-03-04 14:20:00.000;4100;A320-251NEO;FOR;BEL;MCP;2026-03-04 15:02:41.760;TSRA;NSW
2026-03-04 14:40:00.000;4544;A320-251NEO;MAO;BEL;MCP;2026-03-04 15:22:41.760;TSRA;NSW
2026-03-04 14:50:00.000;4840;A320-253NEO;VCP;BEL;MCP;2026-03-04 15:32:41.760;TSRA;NSW
